Id,Uuid,TeamNumber,MatchNumber,ScoutName,Comments,Auto_Mobility,Auto_Docked,Auto_Engaged,Auto_Cubes_Top,Auto_Cubes_Mid,Auto_Cubes_Low,Auto_Cones_Top,Auto_Cones_Mid,Auto_Cones_Low,Tele_Cubes_Top,Tele_Cubes_Mid,Tele_Cubes_Low,Tele_Cones_Top,Tele_Cones_Mid,Tele_Cones_Low,Endgame_Parked,Endgame_Docked,Endgame_Engaged,Auto_Cubes,Auto_Cones,Tele_Cubes,Tele_Cones,Total Game Pieces
,84e62b94-9f69-4ea8-9e3f-1a26fb3558d7,8604,16,zannnnnder,can robots pace? I feel like that's what was happening. they just went forward and backwards in the middle of the field the whole time. maybe just really bad defense. ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
,37d36766-8fa7-4b38-94d6-45e947307acd,8604,24,Paul,They stopped using their arm half way through. This was probably part of their strategy but it could have broken. Otherwise their robot worked fine and ran without error.,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,1.00,2.00,1.00,0.00,0.00,1.00,1.00,1.00,2.00,4.00,8.00
,9f93b79f-31e8-4e35-b514-4b18c2334679,8604,9,Logan,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,2.00
,471891e3-33d3-4df5-a95c-a4aab498fcfe,8604,32,Laura,Pinchy claw. It's like two fingers. Cubes and cones. Disconnected at about ten seconds left of the match.,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,4.00
,eb0a7045-641a-44ac-b8a5-632d6da73962,8604,62,jason,Ok speed meh pickup good placement,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,2.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,3.00,1.00,5.00
,0a0da1a5-637e-4187-843d-4694c0761263,8604,39,Jean,went over bump and dropped cone. very slow.,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,2.00,0.00,3.00
,7593b9d7-1ce9-4bd9-92ec-161d24c4f7c8,8604,48,evn,Has an auto. Slow. Inefficient. Failed engagement at the end.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,3.00
,85fcaceb-7c85-48ba-b2e8-bbd25267c9b5,8604,73,zaannnnder,Struggles grabbing and scoring pieces. A little slow in general. ,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,2.00,0.00,3.00
,7ef66ba2-f88f-498c-a7ea-c30a687ecbab,8604,54,Rahcek,Has trouble picking up. ,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,3.00
,5c7102ce-42a6-45be-948e-eb69ba95e624,8604,79,logan,"Can do high scoring. Can pick up sideways cones. Can pick up cones. Unreliable to lock onto game pieces, especially cones. ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,0.00,2.00,1.00,0.00,1.00,1.00,0.00,1.00,2.00,3.00,6.00
,f0178910-958a-4f7e-b058-f9b066db4874,8604,85,Laura,Not very good defense. doesn't SUCK but could be a lot better. ,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
,67c3c851-74ac-4c62-801c-f78a5d8f0021,8626,1,zannnnnder,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,3788c530-45b5-4c43-8443-5bb83295c9b8,8626,5,zannnnnder,Making a lot of noise and doing a lot of nothing. ,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00
,18baed11-d9a7-473c-837f-05bffb9efd61,8626,10,Rahcek,Bad at piece handling,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,2.00,3.00
,7e52fa81-904d-41e4-af8c-09cb24e9dedc,8626,18,zannnnnder,Really aggressive defense. they were a red robot and pushed the blue robots into the red safe zone. ,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
,61e0b030-0167-465b-bb65-0c3f8d673494,8626,26,Nicholas,"Decent defence, poor auto.",0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00
,5a64f7f4-d1ce-4e10-9c02-f1030872cce5,8626,43,DAB,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,3.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,4.00,6.00
,8313f0ac-00b9-48a1-9201-a0c0af65c27e,8626,50,Laura,No top scoring.,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,2.00,0.00,0.00,1.00,1.00,0.00,1.00,2.00,2.00,5.00
,5f7ad7ac-a2c4-4c6a-baed-687cde965531,8626,33,Rahvek,Arm is slow. slow overall,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,2.00,3.00
,ef447465-b1e6-4ea6-a8f9-58d80352ab52,8626,56,Rahcek,bad at pretty much everything,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,3.00,4.00
,f9862a98-ac27-41c9-ab12-2c40265a1a7e,8626,68,logan,,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00
,941b9740-793c-46d0-8d77-83d848bf2fbb,8626,77,evn,Has an auto. ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,3.00
,5de34f24-d5b7-4418-9b7e-a499f1dafa8c,8626,89,Laura,Fast. Efficient. Can pick up cones.,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,4.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,4.00,5.00
,17bbe6d4-9f19-42d8-906f-fe49822de491,8708,2,Laura,Drivers are OK at aiming. could be worse but it could be a lot better. ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,3.00
,42c2b05a-5569-4736-afba-b3a5d946cff8,8708,12,Rahcek,"Tippy, only grabbed cubes, slower but efficient.",1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,3.00,2.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,6.00,0.00,8.00
,4730ffee-d882-4f92-ab1d-40e9136d95e2,8708,29,evn,Ok auto. Average speed. Cubes only.,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,2.00,1.00,3.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,6.00,0.00,8.00
,0f72ebe7-9c4b-4c33-816a-b529798696c6,8708,19,jason,"Auto tech foul on a field fault match, Not re scouting",1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,4.00,0.00,5.00
,2646d7f0-9dd3-4f30-ae3a-2b1940f68739,8708,41,DAB,Throws cubes.  Only picked up cubes from the ground.,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,4.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,5.00,0.00,7.00
,5f6546b4-422d-40aa-b70c-09ff4955a6f2,8708,52,Laura,Have a similar intake arm as BOB but seem to prefer cubes over cones. Arm extends fairly far. ,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,3.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,5.00,0.00,7.00
,2a5d0ece-5798-41df-b791-82a0783004be,8708,57,zaannnnder,They throw a lot of pieces,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00,1.00,1.00,0.00,2.00,2.00,5.00
,b8a21768-11fe-4cd9-833b-dc0c3ad0d70e,8708,35,Rahvek,slow. messed up a lot if scoring if pieces,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,4.00,0.00,5.00
,782342fc-7825-4821-b681-d40016b9d02e,8708,78,zzzzzzzzzz,they did stuff. it was okay. nothing very exciting,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,2.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,5.00,0.00,7.00
,97e71382-3ca6-4432-a869-103d54855c81,8708,86,jason,"under rated in my opinion

",1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,4.00,0.00,5.00
,3b834403-5ab9-46ad-b044-c4ffc439c3da,8708,62,evn,Auto failed. Shoots out pieces instead of placing them.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,2.00,1.00,3.00
,8ee5d0e9-144d-45a9-ac88-ed578f73081d,8708,74,logan,,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,5.00,0.00,6.00
,c390210e-b019-4807-aeb1-0d398f125611,8724,5,Nicholas,"Efficient, quick, swerve, did well",1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,4.00,7.00
,96c0e172-4110-469e-896a-5440066ab5ed,8724,20,DAB,Crossed the line during autonomous. steady not fast or slow. only picked up cones.,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,5.00,6.00
,871b33d8-b03f-447b-8827-55b1ddf575d6,8724,13,zannnnnder,That was certainly a robot. ,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,2.00,4.00
,0d1d5642-0cd8-4117-9274-dcdffdeb5aa2,8724,25,logan,,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,1.00,0.00,1.00,3.00,3.00,7.00
,4cf7a4b4-0311-456a-a215-b62b45627dad,8724,31,Laura,Slow. Hard time holding game pieces if hit. Decent auto. ,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,3.00,1.00,5.00
,d2aea25b-d878-448e-b852-c5e03a611484,8724,69,jason,Idk,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,5.00,6.00
,1ef46f77-f47d-4d76-80d1-57f3a96887b1,8724,47,evn,Auto bugged.,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,4.00,5.00
,7eeb7e6d-8c07-437b-9a80-209df31a1040,8724,79,zzzzzzzzzz,good enough. A little in the way of things,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,4.00,6.00
,32cc3b62-25b9-436b-9802-a788f8515215,8724,41,jason,2 point auto fail lost connection at 45s left kinda fast good placement ok pickup,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,2.00,3.00
,825bedb0-1cb5-463d-962e-9f04bd448ef0,8724,62,Rahcek,Got a cone stuck inside of them. fell over because of charge station. ,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,3.00,5.00
,76875c72-8baf-4080-a22b-049de8eff42a,8724,57,Gabe,"It bad, can score a little, good second pick",1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,2.00,5.00
,227df07d-7f95-412b-8fd3-3e24c6fa0255,8724,87,DAB,,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,2.00,2.00,5.00
,3e77f1f1-fac4-4f7c-b6ba-2b3c0458c41a,8889,19,DAB,Can't pick up from floor.  Tippy,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,1.00,2.00,2.00,5.00
,e08bfed1-57fe-4659-9ef7-6dd05aca3f05,8889,14,Nicholas,Slow but efficient. can only pick up from human player station.,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,4.00,5.00
,99bf9714-5c23-4228-9b90-e3c7c40cd94d,8889,30,Nicholas,Big and slow.,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,3.00,5.00
,c0e8e6d8-2854-45ff-922e-351395e4d732,8889,8,Logan,,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,3.00,4.00
,2af08051-4cc0-4ec5-b4fc-8e9d28a0ab38,8889,37,Zannnnnder,"Kept getting caught on the charging platform while driving over it and finally fell over, severely blocking the scoring area. ",0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,2.00
,77f6ecc1-abcc-4a89-9107-9bf04ee46522,8889,57,Laura,Can't pick up off the ground. Gotten better at picking up from Human Player. Can grab both cones and cubes.,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,3.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,3.00,5.00
,579fd322-e19c-491a-9670-99235ccc9425,8889,44,jason,slow pickup slow and slow placement,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,3.00
,9b47e450-3024-4b53-8bae-c988f3e33481,8889,88,zzzzzzzzzz,I have no more brain juice. They did good at the thing 👍,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,3.00,5.00
,5ce542b5-2e7a-4464-a630-f9dd467b06e2,8889,51,jason,Tipsy struggle to place sometimes ,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,3.00,4.00
,2d32270d-a0f7-4c05-a9c7-0df8b5d73380,8889,66,Jean,,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,3.00,1.00,5.00
,d82cde80-f6d4-4cd9-9c9b-4f084a5e5905,8889,71,Jean,Likes to knock cubes off if players station.,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,2.00,1.00,4.00
,24e501dd-6f7b-41c2-9f36-ae8de85051c9,8889,76,Rahcek,Shakey and unsure.,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,2.00,2.00,5.00
,295fc9da-ea59-41de-9ad9-aade2cc764c5,9101,4,jason,Doing much more scoring than defense compared to past events,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,4.00,0.00,5.00
,01e79c58-9a7e-4ed4-9d0a-4f006b05914b,9101,10,jason,Fast but collides with teammates often probably lost connection at the end of the match/stoped moving,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,4.00,0.00,5.00
,1617c92f-5c6b-4c1b-9c89-158ab09a8b22,9101,36,logan,,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,5.00,0.00,6.00
,9a4cad72-39fa-4ba0-a946-3e37c9be914a,9101,53,Zannnnnder,its the pancake robot! they only score low goal. ,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,4.00,0.00,4.00
,5fcc6f26-b300-4323-9ad3-dc6d0f9c9bce,9101,28,jason,did a little bit of def but scored a good amount of low cubes,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,4.00,0.00,5.00
,23de4b77-7027-4340-9937-9050df4fce82,9101,60,Nicholas,Did very well until it disconnected right before the end,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00
,8351d92f-1430-4ff7-a725-f936a814b4be,9101,72,zaannnnder,I don't think Mr Pancake can do cones. but they're pretty good at scoring cubes in the low goal. ,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,5.00,0.00,6.00
,6a1ec40a-e3f7-401f-b241-e49ad952f998,9101,42,jason,my favorite low defense bot in our division good all around,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,5.00,0.00,6.00
,8b22ef61-3061-4aee-9f3c-024a92417f47,9101,66,evn,Auto only docked and engaged. Cubes only. No top or middle scoring. Struggling to get around. ,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,3.00
,93eb6aa0-5edc-4de0-8e80-7f3a12486cd7,9101,78,evn,No arms. Good auto. No top or middle scoring. Cubes only.,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,3.00,0.00,4.00
,17447e94-972a-4752-b3f6-ef534c76bda7,9101,89,Rahcek,Picking up cubes can be a struggle. ,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,5.00,0.00,6.00
